adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Platform_ORF,GO.Function,GO.Process,GO.Component,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
0.998974958,0.041403733,2.691007696,-3.480767656,2.359047894,hisB,imidazole glycerol-phosphate dehydratase/histidinol phosphatase,c2549,histidinol-phosphatase activity///imidazoleglycerol-phosphate dehydratase activity///imidazoleglycerol-phosphate dehydratase activity///protein binding///identical protein binding,histidine biosynthetic process///histidine biosynthetic process,,NC_004431.1 (2381525..2382592),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.043554639,2.649846568,-3.526729984,3.060267635,ampC///ampC,beta-lactamase///beta-lactamase,Z5757,beta-lactamase activity,,,"NC_002655.2 (5262076..5263209, complement)///NC_002695.1 (5232091..5233224, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.044213179,-2.637686934,-3.540355026,-2.312525278,fdrA///ECs0580,membrane protein FdrA///acyl-CoA synthetase FdrA,Z0673,nucleoside diphosphate kinase activity///succinate-CoA ligase (ADP-forming) activity,tricarboxylic acid cycle///succinyl-CoA metabolic process///succinate metabolic process///nucleoside triphosphate biosynthetic process///bacterial-type flagellum-dependent cell motility,cytosol,NC_002655.2 (638882..640549)///NC_002695.1 (639188..640855),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.045496748,2.614544091,-3.566344758,1.420423299,phnP,carbon-phosphorus lyase complex accessory protein,c5098,phosphoric diester hydrolase activity///manganese ion binding,organic phosphonate catabolic process,,"NC_004431.1 (4873384..4874142, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.046774615,2.592199977,-3.591508054,1.986355985,fhuA,ferrichrome outer membrane transporter,c0185,iron ion binding///protein binding///siderophore uptake transmembrane transporter activity///toxic substance binding///protein domain specific binding///virion binding///cofactor binding,,cell outer membrane///cell outer membrane///cell outer membrane,NC_004431.1 (177931..180189),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.047162141,-2.585554967,-3.599004593,-2.455395888,mtlD///ECs4476,mannitol-1-phosphate 5-dehydrogenase///mannitol-1-phosphate 5-dehydrogenase,Z5024,mannitol-1-phosphate 5-dehydrogenase activity///mannitol-1-phosphate 5-dehydrogenase activity,mannitol catabolic process///mannitol catabolic process///mannitol catabolic process,cytosol///cytosol,NC_002655.2 (4584218..4585366)///NC_002695.1 (4515236..4516384),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.047829976,-2.574241551,-3.611781405,-0.403417533,pabC///pabC///pabC///ECs1474,4-amino-4-deoxychorismate lyase///4-amino-4-deoxychorismate lyase///4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex///4-amino-4-deoxychorismate lyase,b1096,4-amino-4-deoxychorismate lyase activity///4-amino-4-deoxychorismate lyase activity///pyridoxal phosphate binding,,cytosol,NC_004431.1 (1296801..1297583)///NC_002655.2 (1597481..1598290)///NC_000913.3 (1153300..1154109)///NC_002695.1 (1512395..1513204),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.048418579,-2.564411767,-3.622896468,-2.735463663,glnE///ECs3936,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase///bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase,Z4406,magnesium ion binding///ATP binding///[glutamate-ammonia-ligase] adenylyltransferase activity///[glutamate-ammonia-ligase] adenylyltransferase activity,regulation of glutamine family amino acid metabolic process///regulation of glutamine family amino acid metabolic process,cytosol///cytosol,"NC_002655.2 (4003644..4006484, complement)///NC_002695.1 (3936329..3939169, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.049225239,-2.551149121,-3.637913295,-1.596640268,yqgF///ECs3825,Holliday junction resolvase-like protein///Holliday junction resolvase-like protein,Z4294,nuclease activity///protein binding///3'-5'-exodeoxyribonuclease activity,rRNA 5'-end processing///rRNA 5'-end processing///cellular response to DNA damage stimulus///transcription antitermination///ribosome biogenesis,,NC_002655.2 (3902307..3902723)///NC_002695.1 (3834999..3835415),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.049391326,2.548447714,-3.640974796,0.366537877,slyB///slyB///slyB///ECs2350,outer membrane lipoprotein slyB///hypothetical protein///outer membrane lipoprotein///outer membrane protein,b1641,,,cell outer membrane,NC_004431.1 (1880405..1880872)///NC_002655.2 (2394796..2395263)///NC_000913.3 (1719876..1720343)///NC_002695.1 (2319602..2320069),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.04964427,-2.544352427,-3.645617765,-3.001319161,nfi///ECs4921,endonuclease V///endonuclease V,Z5574,"single-stranded RNA binding///protein binding///endoribonuclease activity, producing 5'-phosphomonoesters///deoxyribonuclease V activity///deoxyribonuclease V activity",,,NC_002655.2 (5076361..5077032)///NC_002695.1 (5007615..5008286),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.050142051,2.536358809,-3.654686574,0.47856216,yafJ///yafJ///yafJ///ECs0250,hypothetical protein///amidotransferase///type 2 glutamine amidotransferase family protein///amidotransferase,Z0281,protein binding,,,NC_004431.1 (353517..354299)///NC_002655.2 (282295..283062)///NC_000913.3 (244327..245094)///NC_002695.1 (282294..283061),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.050278387,-2.534184461,-3.657154787,-0.735068366,yehX,ABC transporter ATP-binding protein,c2659,ATP binding///ATPase-coupled glycine betaine transporter activity,glycine betaine transport,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing","NC_004431.1 (2508188..2509114, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.050954318,-2.523497936,-3.669294238,-2.515116962,bioC///ECs0855,biotin biosynthesis protein BioC///biotin biosynthesis protein BioC,Z0996,carboxyl-O-methyltransferase activity,biotin biosynthetic process,,NC_002655.2 (935540..936295)///NC_002695.1 (933888..934643),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.051288321,2.518273864,-3.675233746,0.672998671,xapR,transcriptional activator of xapAB,b2405,DNA-binding transcription factor activity///DNA-binding transcription factor activity,"positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated",,"NC_000913.3 (2521593..2522477, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.053860182,-2.479240782,-3.71971728,-1.052135925,mltD///mltD,membrane-bound lytic murein transglycosylase D///membrane-bound lytic murein transglycosylase D,Z0235,lytic endotransglycosylase activity///lytic endotransglycosylase activity///lytic transglycosylase activity///lytic transglycosylase activity///lytic transglycosylase activity,positive regulation of oxidoreductase activity///biological regulation,membrane///outer membrane-bounded periplasmic space,"NC_002655.2 (236148..237506, complement)///NC_002695.1 (236147..237505, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.054190479,-2.474374315,-3.725275942,-0.965307993,ydcR,hypothetical protein,c1863,transaminase activity,"transcription, DNA-templated///alpha-amino acid metabolic process",,NC_004431.1 (1700297..1701703),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.055967599,-2.44872863,-3.754614109,-2.537108379,yaiW///ECs0428,hypothetical protein///hypothetical protein,Z0474,,"transcription, DNA-templated///response to peptide",cytosol///external side of cell outer membrane,NC_002655.2 (457653..458747)///NC_002695.1 (457651..458745),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.056176734,-2.445768484,-3.758005206,-2.757407119,nupG///ECs3840,"transport of nucleosides, permease///protein NupG",Z4309,cytidine transmembrane transporter activity///cytidine transmembrane transporter activity///uridine transmembrane transporter activity///uridine transmembrane transporter activity///uridine transmembrane transporter activity///pyrimidine nucleoside transmembrane transporter activity,purine nucleoside transmembrane transport///uridine transport///pyrimidine nucleoside transport///adenosine transport,plasma membrane///integral component of plasma membrane///integral component of plasma membrane,NC_002655.2 (3914572..3915876)///NC_002695.1 (3847308..3848564),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.056966526,-2.434695666,-3.770698569,-0.712628856,proB,gamma-glutamyl kinase,c0389,magnesium ion binding///glutamate 5-kinase activity///glutamate 5-kinase activity///identical protein binding///proline binding,proline biosynthetic process///proline biosynthetic process///L-proline biosynthetic process,cytosol///cytosol,NC_004431.1 (367741..368844),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.058223446,-2.417410137,-3.790540254,-1.228158593,prlC,oligopeptidase A,c4297,metalloendopeptidase activity///peptidase activity,DNA replication///signal peptide processing///signal peptide processing///proteolysis///peptide metabolic process,cytoplasm///cytosol,"NC_004431.1 (4077098..4079179, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.05909591,-2.405646081,-3.804061879,-0.362616774,ygcS///Z4083m///ygcS,metabolite transport protein///major facilitator superfamily permease///putative MFS sugar transporter; membrane protein,Z4082,,,plasma membrane///plasma membrane///integral component of membrane,"NC_004431.1 (3170322..3171731, complement)///NC_002655.2 (3683949..3685357, complement)///NC_000913.3 (2896533..2897870, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.060020945,2.393375278,-3.818181012,1.903002791,glgP,glycogen phosphorylase,c4215,glycogen phosphorylase activity///glycogen phosphorylase activity///pyridoxal phosphate binding///pyridoxal phosphate binding,glycogen catabolic process///glycogen catabolic process///carbohydrate catabolic process,cytoplasm,"NC_004431.1 (4000119..4002566, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.060992069,-2.380709631,-3.832770181,-0.978602637,yjfF///ECs5208,ABC transporter permease///ABC transporter permease,Z5841,primary active transmembrane transporter activity,transmembrane transport,plasma membrane///plasma membrane///integral component of plasma membrane///integral component of membrane///ATP-binding cassette (ABC) transporter complex,NC_002655.2 (5339073..5340044)///NC_002695.1 (5309087..5310058),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.061349691,2.376099839,-3.838083939,0.413118477,truB///truB///truB///truB,tRNA pseudouridine synthase B///tRNA pseudouridine synthase B///tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase///tRNA pseudouridine synthase B,b3166,tRNA binding///pseudouridine synthase activity///pseudouridine synthase activity,pseudouridine synthesis///tRNA modification///tRNA pseudouridine synthesis///RNA folding///mRNA pseudouridine synthesis,mitochondrion///cytosol,"NC_004431.1 (3745466..3746410, complement)///NC_002655.2 (4121546..4122490, complement)///NC_000913.3 (3311833..3312777, complement)///NC_002695.1 (4054330..4055274, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.062404148,2.362673627,-3.853572014,0.576246886,yfeD,DUF1323 family putative DNA-binding protein,b2399,,"regulation of transcription, DNA-templated",,NC_000913.3 (2518813..2519205),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.063266148,-2.351877219,-3.866038609,-0.548788792,gltB,"glutamate synthase, large subunit",b3212,glutamate synthase (NADPH) activity///protein binding,glutamate biosynthetic process///glutamate biosynthetic process///ammonia assimilation cycle,cytosol,NC_000913.3 (3354725..3359185),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.063522746,-2.348693755,-3.869716577,-0.705857132,ybcL,kinase inhibitor,c2350,enzyme inhibitor activity,,outer membrane-bounded periplasmic space,"NC_004431.1 (2163071..2163622, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.063767097,-2.345675009,-3.873205083,-2.123332152,rfaH,transcriptional activator RfaH,c4789,"bacterial-type RNA polymerase core enzyme binding///transcription antitermination factor activity, DNA binding///protein binding///translation activator activity",transcription elongation from bacterial-type RNA polymerase promoter///transcription antitermination///transcription antitermination///positive regulation of translation,cytosol,"NC_004431.1 (4550185..4550673, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.064463555,-2.337138262,-3.883074649,-2.376824451,yheT,hydrolase,c4128,lipase activity///short-chain carboxylesterase activity///acylglycerol lipase activity///poly(3-hydroxybutyrate) depolymerase activity,cellular lipid metabolic process///medium-chain fatty acid biosynthetic process///medium-chain fatty acid catabolic process,,NC_004431.1 (3914590..3915612),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.064741963,2.33375326,-3.886989911,1.638553073,yhbU,protease yhbU,c3911,protein binding,,,NC_004431.1 (3735090..3736112),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.065568424,2.323795668,-3.898513069,0.376898669,glpF///glpF///glpF///ECs4852,glycerol uptake facilitator protein///facilitated diffusion of glycerol///glycerol facilitator///glycerol facilitator protein,b3927,glycerol transmembrane transporter activity///glycerol channel activity,glycerol transport///glycerol transport///cellular response to mercury ion,plasma membrane,"NC_004431.1 (4636939..4637784, complement)///NC_002655.2 (4986063..4986908, complement)///NC_000913.3 (4117245..4118090, complement)///NC_002695.1 (4917299..4918144, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.06564951,2.322825936,-3.899635716,0.558894048,cysN,"sulfate adenylyltransferase, subunit 1",b2751,GTPase activity///sulfate adenylyltransferase (ATP) activity///protein binding///GTP binding,sulfur compound metabolic process///sulfur compound metabolic process,,"NC_000913.3 (2873992..2875419, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.066007164,-2.318563841,-3.904570822,-0.326644894,yejM///yejM///yejM///ECs3080,hypothetical protein///sulfatase///essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor///sulfatase,b2188,,,plasma membrane///plasma membrane,NC_004431.1 (2574913..2576673)///NC_002655.2 (3090575..3092335)///NC_000913.3 (2284376..2286136)///NC_002695.1 (3019306..3021066),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.066431,-2.313544875,-3.910384246,-1.9771893,yeaE,hypothetical protein,c2186,oxidoreductase activity,methylglyoxal catabolic process,,"NC_004431.1 (2022015..2022914, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.066660105,2.310846066,-3.913511106,0.549760002,cyaA///cyaA,adenylate cyclase///adenylate cyclase,b3806,adenylate cyclase activity///adenylate cyclase activity///protein binding,cAMP biosynthetic process,,NC_004431.1 (4491353..4493899)///NC_000913.3 (3991153..3993699),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
