,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene.symbol,Platform_ORF,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
1742,0.073960208,4.862342533,0.242751652,0.814288523,0.869838254,-6.337670398,sloC,gene:SMU_184,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1743,0.038199196,10.32660599,0.191848709,0.852627288,0.894153994,-6.344871013,ftsZ,gene:SMU_552,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1745,-0.094913595,7.295218477,-0.572712903,0.582528597,0.69361501,-6.348554659,potB,gene:SMU_974,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1750,-0.151610071,6.990716876,-0.540610648,0.603456024,0.711666907,-6.356608391,gltB,gene:SMU_366,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1752,0.153301293,8.869610234,0.543997312,0.601229241,0.709889463,-6.358681709,scnR,gene:SMU_1815,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1753,-0.124986657,7.509410821,-0.564720562,0.587700831,0.69765369,-6.358867097,nifU,gene:SMU_250,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1757,0.31953896,9.025476211,0.525199814,0.613644544,0.718528596,-6.361478357,pdhB,gene:SMU_1422,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1759,0.09610889,8.364157509,0.564201606,0.588037551,0.69765369,-6.363295306,opuCb,gene:SMU_2117,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1761,-0.071301441,10.22591852,-0.149850536,0.884581091,0.916156689,-6.364774929,adhA,gene:SMU_127,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1766,-0.18792383,8.525569313,-0.54431151,0.601022876,0.709889463,-6.367193168,hprT,gene:SMU_14,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1770,-0.048734702,10.03356349,-0.223132362,0.82900864,0.878428597,-6.3734928,eftS,gene:SMU_2031,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1772,0.072544513,5.604150141,0.324672479,0.753732599,0.828014709,-6.374187821,pflC,gene:SMU_490,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1773,0.118950725,5.625759071,0.32921747,0.750420964,0.825295742,-6.374500448,trpB,gene:SMU_537,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1777,0.10042314,9.313014293,0.438465638,0.672615402,0.769511071,-6.379734973,hisS,gene:SMU_2102,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1785,0.087192033,8.068310487,0.526059816,0.613073585,0.718528596,-6.386804647,folP,gene:SMU_969,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1787,0.093577231,9.995165211,0.175808863,0.864800407,0.903020371,-6.389985676,pdhC,gene:SMU_1421,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1790,0.035321027,10.04279527,0.085634268,0.933855592,0.953180074,-6.396276591,tpx,gene:SMU_924,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1792,-0.05444999,9.686480204,-0.283273584,0.784138959,0.851930709,-6.398500202,glmU,gene:SMU_1635,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1793,-0.081132283,8.152544721,-0.501134075,0.629734534,0.732916737,-6.398810416,cpsY,gene:SMU_1225,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1799,0.080569542,8.832334614,0.460379656,0.657464392,0.755930795,-6.404419807,ftsY,gene:SMU_744,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1801,-0.067036763,9.185535782,-0.395685962,0.70265017,0.793448191,-6.407297733,dapA,gene:SMU_990,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1803,-0.134886082,8.106254457,-0.482675384,0.642220433,0.743603823,-6.408281114,punA,gene:SMU_1229,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1809,-0.084652278,5.844733466,-0.253505925,0.806252471,0.864060905,-6.414129768,rgg,gene:SMU_1509,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1810,0.083532445,8.633097761,0.458184938,0.658974375,0.757225651,-6.414313659,yfbQ,gene:SMU_1826,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1811,0.057346523,9.49326745,0.30498024,0.768142911,0.838208004,-6.414611438,asd,gene:SMU_989,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1812,0.04944728,9.792072917,0.174901948,0.865489874,0.903020371,-6.414630387,relA,gene:SMU_2044,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1813,0.088727203,7.805305856,0.470096285,0.650799427,0.749578091,-6.415414249,leuB,gene:SMU_1383,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1817,0.039541254,9.68570277,0.211374945,0.837865065,0.88448784,-6.419393437,aroG,gene:SMU_1836,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1820,-0.000905323,5.499138757,-0.003900444,0.996983143,0.996983143,-6.422656892,tnr5,gene:SMU_1032,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1824,0.06510655,9.479185761,0.271340469,0.792979992,0.856549965,-6.426899281,glk,gene:SMU_542,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1825,-0.081488393,7.01442089,-0.404699486,0.696273279,0.788150993,-6.426975752,hisC,gene:SMU_1273,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1827,0.09786682,8.483821944,0.433344807,0.676179252,0.771958623,-6.430803275,deoD,gene:SMU_1227,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1828,0.21900405,8.307798788,0.44067189,0.671082658,0.768453908,-6.43133667,bacA2,gene:SMU_1340,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1829,-0.068988234,6.959333345,-0.389812633,0.70681899,0.79643282,-6.431490072,cobQ,gene:SMU_1430,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1833,-0.077500663,7.095832006,-0.391478659,0.705635387,0.795734199,-6.435581805,nadE,gene:SMU_465,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1834,-0.058055779,6.155039033,-0.256437229,0.804066269,0.863124456,-6.435905087,hisG,gene:SMU_1271,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1835,0.053374072,9.194473873,0.324824135,0.75362201,0.828014709,-6.436141827,purA,gene:SMU_268,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1837,-0.014602056,9.704656245,-0.063369904,0.951022309,0.964217377,-6.438754911,alr,gene:SMU_1834,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1838,-0.027502483,9.666413525,-0.104134214,0.91961893,0.940595204,-6.438954904,guaB,gene:SMU_2157,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1843,0.01899281,9.655730937,0.104187413,0.919578032,0.940595204,-6.44091259,ftsA,gene:SMU_551,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1848,-0.075472338,7.019172499,-0.355867418,0.731115547,0.814966652,-6.447272108,hisZ,gene:SMU_1272,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1851,-0.099518827,6.780305627,-0.323650978,0.754477649,0.82832559,-6.449587508,add,gene:SMU_1295,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1853,-0.087898452,8.137567327,-0.391252983,0.705795665,0.795734199,-6.451452257,metK,gene:SMU_1573,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1858,0.073948002,8.940460799,0.322299296,0.755463942,0.82832559,-6.456428333,thdF,gene:SMU_1235,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1863,0.041279785,6.189452796,0.169616763,0.869510267,0.906256607,-6.459302805,gidB,gene:SMU_1931,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1869,-0.04070732,6.453270139,-0.217110473,0.833541546,0.881810976,-6.465122767,ccdA,gene:SMU_1170,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1876,-0.068774865,7.763421404,-0.349059853,0.736028322,0.816751338,-6.468278157,potA,gene:SMU_973,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1877,0.018502601,9.400736335,0.098542165,0.923919302,0.944504032,-6.468805515,guaA,gene:SMU_1066,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1885,0.087956111,8.327025977,0.337168986,0.744640471,0.822146418,-6.473396319,trkB,gene:SMU_1561,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1888,0.059015951,6.822478774,0.24470319,0.81282848,0.869219833,-6.477000726,recO,gene:SMU_25,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1892,-0.008796724,9.312955024,-0.048912622,0.962184639,0.970726721,-6.480987451,covR,gene:SMU_1517,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1894,-0.043074393,8.952759097,-0.228441613,0.8250178,0.877025927,-6.481566419,pyrH,gene:SMU_1625,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1897,0.056001955,8.201364811,0.306889821,0.766741212,0.837641423,-6.484467524,serC,gene:SMU_1656,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1898,0.070314485,8.441522377,0.296533626,0.774353844,0.843156807,-6.485387336,sunL,gene:SMU_482,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1899,-0.005223793,9.266583262,-0.016559015,0.9871928,0.991211906,-6.48605496,rs20,gene:SMU_1127,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1907,-0.010212659,6.494305924,-0.055068187,0.957430749,0.968226995,-6.491655561,miaA,gene:SMU_1477,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1910,-0.036139402,8.838096029,-0.209180286,0.83952099,0.885288569,-6.493237914,opuCc,gene:SMU_2118,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1913,-0.068472915,8.376893259,-0.261855785,0.800029883,0.861794672,-6.495182182,pepV,gene:SMU_1239,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1914,-0.030481262,8.901490582,-0.178007794,0.863129219,0.901988321,-6.49630667,asnS,gene:SMU_1311,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1917,0.048604681,7.790041721,0.261439543,0.800339724,0.861794672,-6.497824314,ftsQ,gene:SMU_550,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1918,-0.006794134,6.597550781,-0.026807364,0.979268171,0.985353914,-6.49841843,serB,gene:SMU_1269,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1919,0.046837818,8.198833807,0.261031495,0.800643504,0.861794672,-6.498579968,glmS,gene:SMU_1187,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1921,-0.036799168,8.785736238,-0.188923985,0.854843925,0.894751759,-6.500307252,epsC,gene:SMU_1437,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1928,-0.041445627,8.500183459,-0.215368918,0.834853725,0.882652942,-6.505064892,dnaI,gene:SMU_1921,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1934,0.064490835,8.149365,0.217602752,0.833170738,0.881810976,-6.510364614,trk,gene:SMU_1562,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1935,-0.060232822,8.166423461,-0.210303657,0.838673271,0.884867575,-6.510778679,satD,gene:SMU_1058,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1936,0.024418518,7.13457206,0.140206056,0.891953155,0.9223394,-6.510780481,ctsR,gene:SMU_2030,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1942,-0.033832281,8.37773234,-0.167542666,0.871089124,0.906465634,-6.517732472,pfs,gene:SMU_1632,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1943,0.004711249,7.045710517,0.020923539,0.983817653,0.98933345,-6.51802146,cnhA,gene:SMU_1937,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1944,-0.030742656,8.296055239,-0.164671621,0.873275653,0.90762218,-6.519394463,hexB,gene:SMU_2089,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1945,-0.02696985,7.462151852,-0.139553312,0.892452514,0.922372347,-6.519810959,ruvA,gene:SMU_2088,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1949,-0.061148259,7.545353142,-0.132366272,0.897954024,0.926692055,-6.522388592,adk,gene:SMU_2005,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1950,0.018503764,8.573788764,0.109699573,0.915341874,0.937956383,-6.522780748,oppD,gene:SMU_258,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1951,0.011394593,8.718113507,0.044025235,0.965960283,0.973360387,-6.523039593,deoB,gene:SMU_1233,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1953,-0.025384281,7.68998594,-0.128405299,0.900988588,0.928762009,-6.525228925,cysS,gene:SMU_158,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1955,0.01080481,8.607485745,0.064012996,0.950526031,0.964209697,-6.525933005,pncA,gene:SMU_1823,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1958,0.020816943,7.90743601,0.105658826,0.918446961,0.940371486,-6.529816396,mecA,gene:SMU_245,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1960,-0.018747441,7.921944856,-0.082605078,0.93618927,0.954872984,-6.532157856,fabH,gene:SMU_1744,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1962,-0.011831632,8.200761174,-0.071662909,0.944624377,0.961188188,-6.532532761,leuA,gene:SMU_1384,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1965,-0.007637576,7.678664306,-0.048682195,0.962362629,0.970726721,-6.532878633,pbp2a,gene:SMU_1949,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1966,0.014309787,7.891126011,0.067628379,0.947736454,0.963857745,-6.5333704,folD,gene:SMU_572,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1967,0.011924461,8.240101026,0.057861897,0.955273775,0.967037023,-6.533441779,serA,gene:SMU_1653,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1968,-0.010559905,8.154140542,-0.059367261,0.954111673,0.966356433,-6.53372169,uvrC,gene:SMU_1241,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1970,0.002712713,8.17903247,0.010664417,0.991751597,0.992757941,-6.535572398,dnaA,gene:SMU_01,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1973,-0.002134993,8.105908524,-0.013612885,0.989471243,0.991481342,-6.535785841,metA,gene:SMU_1466,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
